R34 DIAGNOSTIC — REFERENCE RULES / SONS OF HORUS / NAMES
CAT revision=33

PLACEHOLDER RULES (805):
Daemonic Aura | The model gains a 5+ Invulnerable Save. | Daemonic Aura > Legiones Astartes | r47-wb-favour-aura-rule
Enhanced Warriors | This squad has been enhanced by Fabius Bile for +3 points per model. After deployment but before the first turn, roll a D6 for this squad: 1 — Berserk Rage: make an Armour Save for every model; remove each failure, and survivors gain +1 Strength. 2–5 — Stable Mutation: every model gains +1 Strength and +1 Initiative. 6 — Created a Monster: every model gains +1 Strength, +1 Initiative and +1 Attack; in missions using Victory Points, surviving models from the squad count as casualties when calculating Victory Points. | Enhanced Warriors > Fabius Bile > Legion Veteran Squad > Legiones Astartes | live-r2-fabius-enhanced-r42-role-xiv-0-effects-superior-firepower-legion-veteran-squads-veteran-unit-rule
Standard Wargear | 4 Legion Space Marines and 1 Legion Sergeant. Power Armour, Bolter, Bolt pistol and Frag grenades. The unit has Legiones Astartes; the Sergeant is a Character. | Legion Heavy Support Squad > Legiones Astartes | r42-role-xiv-0-legion-heavy-support-squads-hs-hss-wargear
Stealth Adept — whole squad | Every model in the unit gains Stealth. Models in Terminator Armour, Bikes, Jetbikes, Dreadnoughts and Vehicles are not eligible. An attached Independent Character must also possess Stealth Adept or the unit may not benefit while attached. | Stealth Adept — whole squad > Legion Heavy Support Squad > Legiones Astartes | r71-nl-gen-35-stealth-rule
Beyond Judgement | Every model is treated as equipped with Trophies of Judgement and the unit gains Fear. Measure the 8-inch Leadership penalty from any model. Trophies penalties are non-cumulative. | Beyond Judgement — Trophies of Judgement & Fear > Legion Heavy Support Squad > Legiones Astartes | r71-nl-bj-42-rule
Enhanced Warriors | This squad has been enhanced by Fabius Bile for +3 points per model. After deployment but before the first turn, roll a D6 for this squad: 1 — Berserk Rage: make an Armour Save for every model; remove each failure, and survivors gain +1 Strength. 2–5 — Stable Mutation: every model gains +1 Strength and +1 Initiative. 6 — Created a Monster: every model gains +1 Strength, +1 Initiative and +1 Attack; in missions using Victory Points, surviving models from the squad count as casualties when calculating Victory Points. | Enhanced Warriors > Fabius Bile > Legion Heavy Support Squad > Legiones Astartes | live-r2-fabius-enhanced-r42-role-xiv-0-legion-heavy-support-squads-hs-heavy-support-squad-rule
Stealth Adept — whole squad | Every model in the unit gains Stealth. Models in Terminator Armour, Bikes, Jetbikes, Dreadnoughts and Vehicles are not eligible. An attached Independent Character must also possess Stealth Adept or the unit may not benefit while attached. | Stealth Adept — whole squad > Legion Honour Guard Squad > Retinue (does not occupy a separate FOC slot) > XV — MAGNUS THE RED, THE CRIMSON KING | live-r2-r42-role-xv-crimson-magnus-hq-r41-unit-xv-11-xv-magnus-the-red-the-crimson-king-retinue-0-r71-nl-gen-9-stealth-rule
Beyond Judgement | Every model is treated as equipped with Trophies of Judgement and the unit gains Fear. Measure the 8-inch Leadership penalty from any model. Trophies penalties are non-cumulative. | Beyond Judgement — Trophies of Judgement & Fear > Legion Honour Guard Squad > Retinue (does not occupy a separate FOC slot) > XV — MAGNUS THE RED, THE CRIMSON KING | live-r2-r42-role-xv-crimson-magnus-hq-r41-unit-xv-11-xv-magnus-the-red-the-crimson-king-retinue-0-r71-nl-bj-10-rule
Enhanced Warriors | This squad has been enhanced by Fabius Bile for +3 points per model. After deployment but before the first turn, roll a D6 for this squad: 1 — Berserk Rage: make an Armour Save for every model; remove each failure, and survivors gain +1 Strength. 2–5 — Stable Mutation: every model gains +1 Strength and +1 Initiative. 6 — Created a Monster: every model gains +1 Strength, +1 Initiative and +1 Attack; in missions using Victory Points, surviving models from the squad count as casualties when calculating Victory Points. | Enhanced Warriors > Fabius Bile > Legion Honour Guard Squad > Retinue (does not occupy a separate FOC slot) | live-r2-fabius-enhanced-live-r2-r42-role-xv-crimson-magnus-hq-r41-unit-xv-11-xv-magnus-the-red-the-crimson-king-retinue-0-hq-praetor-ret-honour-rule
Beyond Judgement | Under Horror Cult this unit purchases Beyond Judgement for +25 points. Every model is treated as equipped with Trophies of Judgement and the unit gains Fear. Measure the 8-inch Leadership penalty from any model; multiple Trophies penalties remain non-cumulative. | Beyond Judgement — Trophies of Judgement & Fear > Legion Terminator Command Squad > Retinue (does not occupy a separate FOC slot) > XV — MAGNUS THE RED, THE CRIMSON KING | live-r2-r42-role-xv-crimson-magnus-hq-r41-unit-xv-11-xv-magnus-the-red-the-crimson-king-retinue-1-r73-nl-bj-11-rule
Cult Arcana — Quickblood | This unit gains Fleet. | Pavoni > Prosperine Cult > SEKHMET TERMINATOR CABAL > Retinue (does not occupy a separate FOC slot) | r19-cult-live-r2-r42-role-xv-crimson-magnus-hq-r41-unit-xv-11-xv-magnus-the-red-the-crimson-king-retinue-2-r45-cult-r41-unit-xv-0-sekhmet-terminator-cabal-0-arcana
Cult Mastery — Quickblood | If this unit has the Psyker or Brotherhood of Psykers special rule, it also gains Crusader. | Pavoni > Prosperine Cult > SEKHMET TERMINATOR CABAL > Retinue (does not occupy a separate FOC slot) | r19-cult-live-r2-r42-role-xv-crimson-magnus-hq-r41-unit-xv-11-xv-magnus-the-red-the-crimson-king-retinue-2-r45-cult-r41-unit-xv-0-sekhmet-terminator-cabal-0-mastery
Cult Mastery — Kine Shields | If this unit has the Psyker or Brotherhood of Psykers special rule, models instead gain a 5+ Invulnerable Save against shooting; an existing Invulnerable Save improves by 1 against shooting to a maximum of 4+, and Cover Saves against shooting improve by 1 to a maximum of 3+. These benefits do not apply in close combat. | Raptora > Prosperine Cult > SEKHMET TERMINATOR CABAL > Retinue (does not occupy a separate FOC slot) | r19-cult-live-r2-r42-role-xv-crimson-magnus-hq-r41-unit-xv-11-xv-magnus-the-red-the-crimson-king-retinue-2-r45-cult-r41-unit-xv-0-sekhmet-terminator-cabal-1-mastery
Cult Mastery — Precognitive Strike | If this unit has the Psyker or Brotherhood of Psykers special rule, it may also re-roll To Hit rolls of 1 when making Overwatch, Return Fire and Stand & Shoot attacks. | Corvidae > Prosperine Cult > SEKHMET TERMINATOR CABAL > Retinue (does not occupy a separate FOC slot) | r19-cult-live-r2-r42-role-xv-crimson-magnus-hq-r41-unit-xv-11-xv-magnus-the-red-the-crimson-king-retinue-2-r45-cult-r41-unit-xv-0-sekhmet-terminator-cabal-2-mastery
Cult Arcana — Discipline of the Mind | This unit gains Stubborn and may re-roll failed Pinning tests. | Athanaeans > Prosperine Cult > SEKHMET TERMINATOR CABAL > Retinue (does not occupy a separate FOC slot) | r19-cult-live-r2-r42-role-xv-crimson-magnus-hq-r41-unit-xv-11-xv-magnus-the-red-the-crimson-king-retinue-2-r45-cult-r41-unit-xv-0-sekhmet-terminator-cabal-3-arcana
Cult Mastery — Discipline of the Mind | If this unit has the Psyker or Brotherhood of Psykers special rule, it additionally gains Adamantium Will. | Athanaeans > Prosperine Cult > SEKHMET TERMINATOR CABAL > Retinue (does not occupy a separate FOC slot) | r19-cult-live-r2-r42-role-xv-crimson-magnus-hq-r41-unit-xv-11-xv-magnus-the-red-the-crimson-king-retinue-2-r45-cult-r41-unit-xv-0-sekhmet-terminator-cabal-3-mastery
Cult Arcana — Ashen Blow | This unit gains Hammer of Wrath. | Pyrae > Prosperine Cult > SEKHMET TERMINATOR CABAL > Retinue (does not occupy a separate FOC slot) | r19-cult-live-r2-r42-role-xv-crimson-magnus-hq-r41-unit-xv-11-xv-magnus-the-red-the-crimson-king-retinue-2-r45-cult-r41-unit-xv-0-sekhmet-terminator-cabal-4-arcana
Cult Mastery — Ashen Blow | If this unit has the Psyker or Brotherhood of Psykers special rule, close-combat attacks and Flame weapons used by models in the unit gain Soul Blaze. | Pyrae > Prosperine Cult > SEKHMET TERMINATOR CABAL > Retinue (does not occupy a separate FOC slot) | r19-cult-live-r2-r42-role-xv-crimson-magnus-hq-r41-unit-xv-11-xv-magnus-the-red-the-crimson-king-retinue-2-r45-cult-r41-unit-xv-0-sekhmet-terminator-cabal-4-mastery
Deep Strike | This unit has Deep Strike. | Legion Land Speeder Squadron > Legiones Astartes | r45-dg-land-speeder-fa-land-speeder-ds
Source Entry | Operative | 3 | 3 | 3 | 3 | 1 | 3 | 1 | 7 | 6+
Operative Leader | 3 | 3 | 3 | 3 | 1 | 3 | 2 | 8 | 6+
Force Organisation:
• Troops
Unit Composition:
• 10 Legion Operatives
Unit Type:
• Infantry
• Operative Leader is a Character
Wargear:
• Close-combat weapon
• Laspistol or Autopistol
Special Rules:
• Operative Cell
• Human Agents
OPTIONS
• The squad may include up to ten additional Operatives for +6 points per model.
• The entire squad may take:
• Frag grenades ........................... +1 point per model
• Krak grenades ........................... +1 point per model
• Melta bombs ............................. +2 points per model
• One Operative may be upgraded to an Operative Leader for +5 points.
• The Operative Leader may select up to 10 points of weapons from the Space Marine Armoury.
OPERATIVE CELL Before deployment, select one of the following skill sets for the unit at no additional points cost: - Scouts The unit gains Infiltrate and Move Through Cover. - Assassins The unit gains Infiltrate and Furious Charge. - Saboteurs The unit gains Infiltrate and Siege Specialists. HUMAN AGENTS Legion Operatives do not possess Legiones Astartes and do not benefit from Mutable Tactics or other rules which specifically affect Alpha Legion Space Marines. | Legion Operatives (slotless 0–2) > Legiones Astartes | r46-al-operative-aux-r41-unit-xx-0-legion-operatives-source
Source Entry | Kakophoni | 4 | 4 | 4 | 4 | 1 | 5 | 1 | 10 | 3+
Cacophonic Champion | 4 | 4 | 4 | 4 | 1 | 5 | 2 | 10 | 3+
Force Organisation:
• Heavy Support
CACOPHONY If an enemy unit suffers one or more casualties from shooting attacks made by a Kakophoni Squad, it must take a Pinning test after the squad has finished firing.
Unit Composition:
• 5 Kakophoni
• 1 Cacophonic Champion
Unit Type:
• Infantry
• The Cacophonic Champion is a Character
Wargear:
• Power Armour
• Sonic Blaster
• Frag grenades
Special Rules:
• Legiones Astartes (Emperor's Children)
• Fearless
• Cacophony
Restriction:
• Traitor armies only
OPTIONS
• The squad may include up to six additional Kakophoni
for +25 points per model.
• For every three models in the squad, one Kakophoni may replace his Sonic Blaster with:
• Blastmaster .................................. +15 points
• The Cacophonic Champion may replace his Sonic Blaster with:
• Doom Siren and bolt pistol .................. Free
• The entire squad may take:
• Krak grenades .............................. +2 points per model
• The Cacophonic Champion may take:
• Power weapon ................................. +10 points
• Power fist ................................... +15 points
• Melta bombs .................................. +5 points
DEDICATED TRANSPORT
A squad of ten models or fewer may select a Rhino, Drop Pod or Land Raider where Transport Capacity permits. | KAKOPHONI SQUAD — Rewards of Treachery > Legiones Astartes | r46-al-reward-2-r41-unit-iii-2-kakophoni-squad-source
Beyond Judgement | Every model is treated as equipped with Trophies of Judgement and the unit gains Fear. Measure the 8-inch Leadership penalty from any model. Trophies penalties are non-cumulative. | Beyond Judgement — Trophies of Judgement & Fear > CONTEKAR TERMINATOR ELITE — Rewards of Treachery > Legiones Astartes | r71-nl-bj-45-rule
Cult Arcana — Quickblood | This unit gains Fleet. | Pavoni > Prosperine Cult > SEKHMET TERMINATOR CABAL — Rewards of Treachery > Legiones Astartes | r19-cult-r46-al-reward-41-r45-cult-r41-unit-xv-0-sekhmet-terminator-cabal-0-arcana
Cult Mastery — Quickblood | If this unit has the Psyker or Brotherhood of Psykers special rule, it also gains Crusader. | Pavoni > Prosperine Cult > SEKHMET TERMINATOR CABAL — Rewards of Treachery > Legiones Astartes | r19-cult-r46-al-reward-41-r45-cult-r41-unit-xv-0-sekhmet-terminator-cabal-0-mastery
Cult Mastery — Kine Shields | If this unit has the Psyker or Brotherhood of Psykers special rule, models instead gain a 5+ Invulnerable Save against shooting; an existing Invulnerable Save improves by 1 against shooting to a maximum of 4+, and Cover Saves against shooting improve by 1 to a maximum of 3+. These benefits do not apply in close combat. | Raptora > Prosperine Cult > SEKHMET TERMINATOR CABAL — Rewards of Treachery > Legiones Astartes | r19-cult-r46-al-reward-41-r45-cult-r41-unit-xv-0-sekhmet-terminator-cabal-1-mastery
